Latitude,Longitude,Source File,Stop Name,Line,Distance (m), Complex ID
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,RLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,RLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,RLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,RLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,RLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,RLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,RLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,RLine,0,9
40.764811,-73.973347,Subway_lines.csv,5 Av/59 St,RLine,0,8
40.76266,-73.967258,Subway_lines.csv,Lexington Av/59 St,RLine,0,613
40.748973,-73.937243,Subway_lines.csv,Queens Plaza,RLine,0,273
40.752039,-73.928781,Subway_lines.csv,36 St,RLine,0,272
40.756879,-73.92074,Subway_lines.csv,Steinway St,RLine,0,271
40.756312,-73.913333,Subway_lines.csv,46 St,RLine,0,270
40.752885,-73.906006,Subway_lines.csv,Northern Blvd,RLine,0,269
40.749669,-73.898453,Subway_lines.csv,65 St,RLine,0,268
40.746644,-73.891338,Subway_lines.csv,Jackson Hts-Roosevelt Av,RLine,0,616
40.742454,-73.882017,Subway_lines.csv,Elmhurst Av,RLine,0,266
40.737015,-73.877223,Subway_lines.csv,Grand Av-Newtown,RLine,0,265
40.733106,-73.869229,Subway_lines.csv,Woodhaven Blvd,RLine,0,264
40.729846,-73.861604,Subway_lines.csv,63 Dr-Rego Park,RLine,0,263
40.726523,-73.852719,Subway_lines.csv,67 Av,RLine,0,262
40.721691,-73.844521,Subway_lines.csv,Forest Hills-71 Av,RLine,0,261
40.580903,-73.835592,Subway_lines.csv,Rockaway Park-Beach 116 St,SLine1,0,203
40.583209,-73.827559,Subway_lines.csv,Beach 105 St,SLine1,0,202
40.585307,-73.820558,Subway_lines.csv,Beach 98 St,SLine1,0,201
40.588034,-73.813641,Subway_lines.csv,Beach 90 St,SLine1,0,200
40.608382,-73.815925,Subway_lines.csv,Broad Channel,SLine1,0,199
40.661614,-73.962246,Subway_lines.csv,Prospect Park,SLine2,0,42
40.670343,-73.959245,Subway_lines.csv,Botanic Garden,SLine2,0,626
40.674772,-73.957624,Subway_lines.csv,Park Pl,SLine2,0,141
40.680596,-73.955827,Subway_lines.csv,Franklin Av,SLine2,0,627
40.703087,-74.012994,Subway_lines.csv,Whitehall St-South Ferry,WLine,0,635
40.70722,-74.013342,Subway_lines.csv,Rector St,WLine,0,22
40.710668,-74.011029,Subway_lines.csv,Cortlandt St,WLine,0,624
40.713282,-74.006978,Subway_lines.csv,City Hall,WLine,0,20
40.719527,-74.001775,Subway_lines.csv,Canal St,WLine,0,623
40.724329,-73.997702,Subway_lines.csv,Prince St,WLine,0,17
40.730328,-73.992629,Subway_lines.csv,8 St-NYU,WLine,0,16
40.735736,-73.990568,Subway_lines.csv,14 St-Union Sq,WLine,0,602
40.741303,-73.989344,Subway_lines.csv,23 St,WLine,0,14
40.745494,-73.988691,Subway_lines.csv,28 St,WLine,0,13
40.749567,-73.98795,Subway_lines.csv,34 St-Herald Sq,WLine,0,607
40.754672,-73.986754,Subway_lines.csv,Times Sq-42 St,WLine,0,611
40.759901,-73.984139,Subway_lines.csv,49 St,WLine,0,10
40.764664,-73.980658,Subway_lines.csv,57 St-7 Av,WLine,0,9
40.764811,-73.973347,Subway_lines.csv,5 Av/59 St,WLine,0,8
40.76266,-73.967258,Subway_lines.csv,Lexington Av/59 St,WLine,0,613
40.750582,-73.940202,Subway_lines.csv,Queensboro Plaza,WLine,0,461
40.752882,-73.932755,Subway_lines.csv,39 Av-Dutch Kills,WLine,0,6
40.756804,-73.929575,Subway_lines.csv,36 Av,WLine,0,5
40.76182,-73.925508,Subway_lines.csv,Broadway,WLine,0,4
40.766779,-73.921479,Subway_lines.csv,30 Av,WLine,0,3
40.770258,-73.917843,Subway_lines.csv,Astoria Blvd,WLine,0,2
40.775036,-73.912034,Subway_lines.csv,Astoria-Ditmars Blvd,WLine,0,1
40.706476,-74.011056,Subway_lines.csv,Broad St,ZLine,0,107
40.710197,-74.007691,Subway_lines.csv,Fulton St,ZLine,0,628
40.713243,-74.003401,Subway_lines.csv,Chambers St,ZLine,0,622
40.718092,-73.999892,Subway_lines.csv,Canal St,ZLine,0,623
40.72028,-73.993915,Subway_lines.csv,Bowery,ZLine,0,103
40.718315,-73.987437,Subway_lines.csv,Delancey St-Essex St,ZLine,0,625
40.708359,-73.957757,Subway_lines.csv,Marcy Av,ZLine,0,101
40.697207,-73.935657,Subway_lines.csv,Myrtle Av,ZLine,0,97
40.68963,-73.92227,Subway_lines.csv,Gates Av,ZLine,0,95
40.682893,-73.910456,Subway_lines.csv,Chauncey St,ZLine,0,93
40.679498,-73.904512,Subway_lines.csv,Broadway Junction,ZLine,0,621
40.676992,-73.898654,Subway_lines.csv,Alabama Av,ZLine,0,91
40.678024,-73.891688,Subway_lines.csv,Van Siclen Av,ZLine,0,90
40.68141,-73.880039,Subway_lines.csv,Norwood Av,ZLine,0,88
40.683194,-73.873785,Subway_lines.csv,Crescent St,ZLine,0,87
40.691324,-73.867139,Subway_lines.csv,75 St-Elderts Ln,ZLine,0,85
40.693879,-73.851576,Subway_lines.csv,Woodhaven Blvd,ZLine,0,83
40.695178,-73.84433,Subway_lines.csv,104 St,ZLine,0,82
40.700492,-73.828294,Subway_lines.csv,121 St,ZLine,0,80
40.700486,-73.807969,Subway_lines.csv,Sutphin Blvd-Archer Av-JFK Airport,ZLine,0,279
40.702147,-73.801109,Subway_lines.csv,Jamaica Center-Parsons/Archer,ZLine,0,278
